OBJECTID,Location,Point ID,Latitude,Longitude,GPS_Date,GPS_Time,Max_PDOP,Horz_Prec,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
92,Del Sol,F minor End,34.416305090,-119.865025519,7/2/2019 12:00:00 AM,09:15:45am,1.7,2.1,9badaa16-09ff-4810-8226-27704cb39417,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865013044711,34.4163002366986
93,Del Sol,W minor Start,34.416179029,-119.865318312,7/2/2019 12:00:00 AM,10:12:13am,2.9,5.9,58f58878-4295-4d54-aa80-273b4a86d447,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865305838271,34.4161741754608
94,Del Sol,W minor End,34.416363870,-119.865407369,7/2/2019 12:00:00 AM,10:13:07am,3,4.9,d9f8c5d8-6f6f-4f69-b2b0-b1cb5711bed2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86539489541,34.4163590161382
95,Del Sol,S minor Start,34.416363139,-119.864969304,7/3/2019 12:00:00 AM,09:14:28am,1.9,2.1,4ef7b65d-0d85-4a00-9866-ddca83f0230d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864956830741,34.4163582857139
96,Del Sol,S minor End,34.416515263,-119.864964467,7/3/2019 12:00:00 AM,09:15:35am,2,2.2,1c465248-3a97-4e46-97ed-75391a707d99,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864951992922,34.416510408617
97,Del Sol,E minor Start,34.416112062,-119.865178533,7/3/2019 12:00:00 AM,10:47:46am,2,2.1,660180b7-823c-4cb2-b9b0-1586870c0739,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865166059407,34.4161072078991
98,Del Sol,E minor End,34.415664726,-119.865149446,7/3/2019 12:00:00 AM,10:49:25am,1.9,1.9,2d2b29a2-bdb4-4892-acfb-d611db36afb2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865136972766,34.4156598727659
99,Camino Corto,6 Major Start,34.415787749,-119.867086613,7/5/2019 12:00:00 AM,02:19:43pm,2.3,2,e320b36d-736e-42b2-9b8a-5ea5b39dd186,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867074138948,34.4157828959103
100,Camino Corto,6 Major End,34.416061834,-119.866716763,7/5/2019 12:00:00 AM,02:22:01pm,2.9,2.1,389e1bab-c776-4343-a291-2f1cf028534d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866704288675,34.4160569799318
101,Del Sol,V minor Start,34.415334439,-119.865969082,7/8/2019 12:00:00 AM,09:09:44am,3.5,3.6,3c796776-f817-4044-a455-c57c70c8bebc,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865956607807,34.4153295853335
102,Del Sol,V minor End,34.415173570,-119.865650596,7/8/2019 12:00:00 AM,09:11:56am,1.9,2.4,e16173fc-8528-4a7f-ba49-e49ea05ea058,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865638121673,34.4151687158318
103,More Mesa,Main minor Start,34.417530736,-119.787109419,7/4/2019 12:00:00 AM,10:45:53am,2.8,4.4,95c38317-32a7-4d2f-bdfd-bfff549d1359,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.787096957763,34.417525876906
104,More Mesa,Main minor End,34.417650760,-119.786866232,7/4/2019 12:00:00 AM,10:49:13am,2,2.1,dfbc1ac2-b763-48d2-8b45-878668817faf,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.786853770995,34.4176459014561
105,NCOS,3 MajorStart,34.418127094,-119.879932964,7/4/2019 12:00:00 AM,01:47:53pm,2.7,2.3,65e3e4d9-c582-4822-ae72-22d08b14f879,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879920487775,34.4181222408839
106,NCOS,3 Major End,34.418522619,-119.880279090,7/4/2019 12:00:00 AM,01:50:33pm,2.6,2.6,478ef25b-bdea-4514-83d6-da8cdd6c269b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880266613732,34.4185177658666
107,NCOS,4 Major Start,34.418588804,-119.880341580,7/4/2019 12:00:00 AM,01:53:40pm,2.7,2.6,2ae3f981-24da-4bf6-88b0-d2a4bcb42cb7,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880329102895,34.4185839507432
108,NCOS,4 minor End,34.418774588,-119.880359110,7/4/2019 12:00:00 AM,01:54:13pm,2.7,3,1ecf34d1-e6b2-48fa-9062-b52f8b0699df,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880346634469,34.4187697348051
109,NCOS,4 minor Start,34.418630644,-119.880556088,7/4/2019 12:00:00 AM,01:54:44pm,2.7,2.6,b500d74d-107e-4bb1-ba7d-55632d69e089,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88054361127,34.4186257900451
110,NCOS,4 Major End,34.418857129,-119.880608562,7/4/2019 12:00:00 AM,01:55:14pm,2.3,2.7,641e58cf-f422-4d94-b161-09ffd12e0edc,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880596085766,34.4188522752095
111,NCOS,5 Major Start,34.418958275,-119.880769457,7/4/2019 12:00:00 AM,01:55:42pm,2.6,2.6,1c715f74-9950-4248-9f46-bb477b7b62ef,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880756979788,34.4189534214171
112,NCOS,5 minor End,34.419142271,-119.880815766,7/4/2019 12:00:00 AM,01:56:16pm,3,3.1,858dd0e5-640f-4f8b-8116-cefff42eb76e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88080328926,34.4191374183414
113,NCOS,5 minor Start,34.418930006,-119.880979818,7/4/2019 12:00:00 AM,01:57:05pm,2.4,2.7,62f02f08-0bd6-4ec4-a580-f8cd0d554e9a,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880967341513,34.4189251526458
114,NCOS,5 Major End,34.419114925,-119.881051356,7/4/2019 12:00:00 AM,01:57:38pm,2.5,2.8,77d07dda-c975-4709-bac8-608c3b5fa582,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881038879304,34.4191100719603
115,NCOS,6 Minor Start,34.419128834,-119.881090391,7/4/2019 12:00:00 AM,01:58:07pm,2.6,2.6,39074692-6d4c-4574-ba8a-b3d010a52788,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881077914151,34.4191239809092
116,NCOS,6 minor Start,34.419104733,-119.881295972,7/4/2019 12:00:00 AM,01:58:37pm,2.8,3.6,2a2b7168-19d5-4aa8-b20c-6e44e1df0f9e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881283494771,34.4190998802921
117,NCOS,6 minor End,34.419299591,-119.881160920,7/4/2019 12:00:00 AM,01:59:09pm,2.6,2.6,9b7f4f8d-4734-4bb0-b424-8279a4a75592,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881148443747,34.4192947377431
118,NCOS,6 Major End,34.419286224,-119.881352185,7/4/2019 12:00:00 AM,02:00:11pm,2.8,3.1,c2765d18-9c73-407c-9b73-f4c2859a9697,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881339708983,34.4192813708967
119,NCOS,7 Major Start,34.419372470,-119.881446640,7/4/2019 12:00:00 AM,02:00:35pm,2.6,2.6,09e2609c-29d8-4852-96f0-fc0ca012ad5e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881434162995,34.4193676168296
120,NCOS,7 minor Start,34.419413841,-119.881666762,7/4/2019 12:00:00 AM,02:01:05pm,2.7,2.6,8eeec06a-f257-4fc5-89b3-9b605ebedd44,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881654285417,34.4194089875047
121,NCOS,7 minor End,34.419560024,-119.881477941,7/4/2019 12:00:00 AM,02:01:47pm,2.5,2.6,4e5c2222-d598-4d64-a741-df814c0e6fc1,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881465464197,34.4195551708518
122,NCOS,7 Major End,34.419624135,-119.881698304,7/4/2019 12:00:00 AM,02:02:21pm,2.7,2.6,da076cf9-ad13-4447-b937-4acbcb81d947,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881685826693,34.419619281797
123,NCOS,8 Major Start,34.419801485,-119.881766412,7/4/2019 12:00:00 AM,02:02:52pm,2.7,2.6,f8a7e877-d061-4dfe-a72f-5e33374f14bb,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881753934717,34.4197966311037
124,NCOS,8 minor End,34.420036412,-119.881805228,7/4/2019 12:00:00 AM,02:03:36pm,1.9,2.5,8420ef85-1c3a-4b25-9ce2-c086ab43f1f2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881792750703,34.420031559178
125,NCOS,8 Major End,34.420057373,-119.881956614,7/4/2019 12:00:00 AM,02:04:02pm,2.2,4,3e35a9be-3c33-4c99-b260-d5c290f9be46,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881944137478,34.4200525204628
126,NCOS,8 minor Start,34.419989431,-119.881989798,7/4/2019 12:00:00 AM,02:04:38pm,2.8,4.1,e5cc7bd1-01b1-4275-9674-f7f36df0ff6d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881977321488,34.4199845776991
127,NCOS,3 minor Start,34.418221215,-119.880236495,7/4/2019 12:00:00 AM,02:08:16pm,2.3,3.2,76e3f0af-c92f-400d-a200-1efef720aa4c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880224018322,34.4182163626028
128,NCOS,3 minor End,34.418383760,-119.879956555,7/4/2019 12:00:00 AM,02:09:22pm,3,3.8,6f3e2740-bf9e-4ae2-a38a-bf4fe2005cd8,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879944079211,34.4183789069961
129,Ellwood Mesa,2 minor Start,34.418437205,-119.886814190,7/4/2019 12:00:00 AM,02:36:35pm,18.7,2.6,10409e78-13e7-42ce-971a-e571abc2ad56,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88680171215,34.4184323528199
130,Ellwood Mesa,2 minor End,34.418428164,-119.887048233,7/4/2019 12:00:00 AM,02:37:45pm,2.3,2.4,faef32ad-a811-464c-a15b-b2df930f5290,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88703575581,34.4184233112427
131,Ellwood Mesa,3 minor Start,34.418826690,-119.887406255,7/4/2019 12:00:00 AM,03:16:05pm,12.2,9.7,7ad84d33-ab57-4d44-b77c-ee7eed1fa5eb,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.887393776534,34.4188218377336
132,Ellwood Mesa,3 minor End,34.418822241,-119.887546913,7/4/2019 12:00:00 AM,03:17:04pm,2.9,2.6,e5ab1d42-925d-4565-bf0e-e06290a02392,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.887534435249,34.4188173881362
